A,Y,W,Z,X_race,X_sex,X_faminc_2000
12.0,9.305650551780507,10.858998997563564,11.0,3,2,91160.0
12.0,8.82217476094608,10.872370734529454,16.0,3,2,72900.0
13.0,10.448714603019452,9.615805480084347,16.0,3,1,53000.0
12.0,9.546812608597396,10.596634733096073,4.0,3,1,27400.0
9.0,10.239959789157341,8.85366542803745,4.0,3,1,6034.0
18.0,9.305650551780507,12.195608082482291,16.0,3,2,332808.0
12.0,9.210340371976184,10.373491181781864,12.0,3,2,65000.0
12.0,10.239959789157341,10.203592144986466,13.0,3,1,62000.0
13.0,9.740968623038354,9.615805480084347,12.0,3,1,35000.0
16.0,9.655026193237628,10.596634733096073,16.0,3,2,22500.0
12.0,10.373491181781864,8.85366542803745,12.0,3,1,47000.0
15.0,9.798127036878302,11.002099841204238,16.0,3,2,13000.0
12.0,10.46310334047155,9.305650551780507,12.0,3,1,44304.0
18.0,9.88837391472608,9.88837391472608,18.0,3,2,42500.0
16.0,9.998797732340453,10.596634733096073,20.0,2,2,68000.0
15.0,10.968198289528557,6.802394763324311,13.0,2,1,70700.0
18.0,10.714417768752456,11.350406535472453,16.0,3,1,120300.0
16.0,11.302204433654575,10.165851817003619,16.0,3,1,110000.0
12.0,9.159047077588632,10.645424897265505,12.0,3,2,59000.0
15.0,12.002474335450016,8.006367567650246,12.0,3,1,
9.0,9.615805480084347,9.472704636443673,8.0,3,1,15000.0
12.0,10.46310334047155,10.51867319162636,12.0,3,1,65000.0
17.0,10.491274217438248,10.51867319162636,19.0,3,2,80000.0
16.0,12.002474335450016,10.596634733096073,16.0,3,1,170000.0
16.0,10.308952660644293,11.407564949312402,18.0,3,2,115000.0
12.0,9.392661928770137,9.546812608597396,4.0,3,2,56000.0
12.0,9.305650551780507,9.998797732340453,12.0,3,2,35000.0
12.0,10.596634733096073,9.472704636443673,12.0,3,1,55000.0
13.0,8.294049640102028,9.305650551780507,12.0,3,1,48000.0
12.0,10.373491181781864,9.392661928770137,12.0,3,1,27000.0
12.0,9.615805480084347,10.858998997563564,14.0,3,2,26000.0
12.0,11.018629143155449,10.46310334047155,14.0,3,1,122500.0
16.0,11.082142548877775,9.615805480084347,4.0,3,1,123000.0
16.0,9.903487552536127,10.819778284410283,16.0,3,2,103000.0
12.0,10.645424897265505,9.615805480084347,14.0,3,1,
14.0,10.778956289890028,10.668955394675699,15.0,3,1,121500.0
12.0,9.903487552536127,10.819778284410283,12.0,3,2,17000.0
16.0,11.350406535472453,10.596634733096073,16.0,3,1,332808.0
12.0,10.388995368317829,10.221941283654663,0.0,3,2,87500.0
16.0,9.035986984831405,10.819778284410283,16.0,3,1,
16.0,10.275051108968611,9.878169744551839,16.0,3,1,34000.0
16.0,8.987196820661973,10.596634733096073,13.0,3,2,60020.0
15.0,10.043249494911286,9.680344001221918,16.0,2,1,58000.0
12.0,10.239959789157341,10.165851817003619,12.0,2,2,55000.0
12.0,10.858998997563564,9.615805480084347,16.0,2,1,78000.0
13.0,10.126631103850338,10.46310334047155,17.0,2,2,32000.0
12.0,10.239959789157341,10.4341158035983,16.0,2,1,77104.0
19.0,9.392661928770137,10.691944912900398,3.0,2,2,67700.0
7.0,9.549665677579801,9.43188264192342,6.0,3,2,15550.0
15.0,10.968198289528557,10.545341438708522,15.0,3,1,42220.0
15.0,10.596634733096073,10.933106969717286,14.0,3,2,50000.0
20.0,10.46310334047155,10.596634733096073,20.0,3,2,92500.0
12.0,10.448714603019452,10.126631103850338,12.0,3,1,64500.0
14.0,10.302263672493496,10.596634733096073,14.0,1,2,88100.0
17.0,10.905955980651335,11.225243392518447,18.0,1,2,69150.0
12.0,8.101677747454572,10.043249494911286,12.0,3,2,
11.0,9.740968623038354,7.313220387090301,8.0,1,1,17000.0
12.0,10.545341438708522,9.305650551780507,3.0,1,1,60300.0
12.0,10.043249494911286,9.903487552536127,10.0,3,2,57900.0
16.0,11.082142548877775,10.778956289890028,16.0,3,1,
16.0,10.239959789157341,9.546812608597396,14.0,2,1,48000.0
12.0,10.373491181781864,10.46310334047155,10.0,1,2,50000.0
12.0,9.546812608597396,10.491274217438248,12.0,3,2,55850.0
12.0,10.181119289134408,10.203592144986466,12.0,2,2,35000.0
12.0,9.95227771670556,10.247077256926206,17.0,1,2,47000.0
12.0,9.546812608597396,10.085809109330082,16.0,3,1,62000.0
8.0,8.411832675758411,11.002099841204238,12.0,3,2,9494.0
9.0,9.680344001221918,10.126631103850338,9.0,3,2,
18.0,9.392661928770137,11.56171562913966,15.0,3,2,113200.0
18.0,10.819778284410283,8.517193191416238,16.0,3,1,78000.0
16.0,10.915088464214607,10.043249494911286,12.0,2,1,
12.0,10.545341438708522,10.203592144986466,12.0,2,1,34000.0
13.0,9.740968623038354,9.798127036878302,12.0,2,2,67000.0
14.0,10.085809109330082,10.165851817003619,13.0,3,1,58050.0
12.0,9.472704636443673,9.546812608597396,12.0,3,2,36560.0
16.0,10.896739325546411,9.546812608597396,12.0,3,1,72000.0
16.0,10.819778284410283,10.819778284410283,16.0,3,2,113750.0
12.0,8.987196820661973,10.126631103850338,12.0,3,2,33100.0
17.0,10.308952660644293,9.615805480084347,16.0,3,1,51500.0
16.0,9.392661928770137,11.289781913656018,16.0,3,2,106800.0
20.0,10.682147070420287,8.160518247477505,20.0,3,1,
15.0,10.373491181781864,10.645424897265505,12.0,3,1,74000.0
13.0,10.545341438708522,9.798127036878302,15.0,3,2,69000.0
12.0,10.858998997563564,8.699514748210191,14.0,3,1,70300.0
12.0,10.043249494911286,10.043249494911286,14.0,2,1,47000.0
12.0,10.645424897265505,10.545341438708522,14.0,2,1,77700.0
16.0,10.545341438708522,10.043249494911286,12.0,2,2,67070.0
12.0,9.472704636443673,10.043249494911286,14.0,3,2,33000.0
12.0,9.903487552536127,8.699514748210191,12.0,2,1,21000.0
12.0,10.043249494911286,9.210340371976184,14.0,3,2,22000.0
12.0,9.210340371976184,9.210340371976184,1.0,3,2,18385.0
12.0,10.308952660644293,10.819778284410283,12.0,1,2,96000.0
12.0,9.472704636443673,9.807417083785394,12.0,3,2,55000.0
12.0,10.491274217438248,10.819778284410283,14.0,3,2,52500.0
10.0,10.239959789157341,9.680344001221918,10.0,3,1,45000.0
12.0,9.392661928770137,9.798127036878302,12.0,3,2,33500.0
11.0,10.165851817003619,7.8632667240095735,0.0,3,1,26000.0
12.0,10.126631103850338,10.308952660644293,12.0,3,2,45000.0
16.0,7.956476798036782,10.4341158035983,20.0,3,2,81000.0
12.0,10.085809109330082,9.998797732340453,14.0,3,2,52400.0
12.0,10.030560635099604,9.969509348078125,12.0,3,1,25485.0
16.0,9.259130536145614,10.043249494911286,12.0,3,2,34500.0
18.0,10.714417768752456,10.714417768752456,16.0,3,1,140000.0
15.0,7.824046010856292,11.002099841204238,14.0,3,2,13500.0
14.0,9.210340371976184,11.314474526246391,16.0,3,2,80000.0
16.0,10.404262840448617,9.615805480084347,15.0,3,1,59000.0
13.0,10.4341158035983,10.126631103850338,14.0,1,1,73500.0
16.0,10.404262840448617,9.210340371976184,16.0,3,1,70000.0
11.0,10.491274217438248,9.903487552536127,12.0,3,1,75000.0
15.0,9.903487552536127,9.798127036878302,8.0,3,2,53600.0
16.0,9.546812608597396,10.085809109330082,16.0,3,2,41670.0
16.0,10.341742483467284,9.95227771670556,16.0,3,1,35400.0
12.0,9.680344001221918,9.680344001221918,12.0,3,1,32000.0
10.0,9.472704636443673,8.987196820661973,6.0,3,2,30600.0
12.0,8.699514748210191,9.680344001221918,12.0,3,2,57894.0
12.0,9.472704636443673,10.51867319162636,16.0,3,2,50050.0
16.0,10.87804719253426,9.903487552536127,14.0,3,1,85500.0
12.0,10.308952660644293,9.680344001221918,12.0,3,1,56050.0
17.0,10.165851817003619,10.275051108968611,17.0,3,1,56000.0
12.0,9.392661928770137,9.392661928770137,12.0,3,2,45600.0
12.0,9.876630098366245,9.581903928408666,13.0,3,2,38000.0
12.0,9.472704636443673,9.769956159911606,13.0,3,2,49620.0
12.0,9.210340371976184,10.819778284410283,10.0,3,2,92800.0
12.0,8.987196820661973,10.571316925111784,15.0,3,2,
14.0,10.4341158035983,8.85366542803745,8.0,3,2,40000.0
12.0,9.392661928770137,9.546812608597396,9.0,3,2,28468.0
17.0,9.274441297382706,8.268731832117737,2.0,3,2,19037.0
19.0,10.136977395904482,10.568389567655771,16.0,3,2,86683.0
12.0,10.753638481905739,10.682812429337126,12.0,3,2,76260.0
15.0,10.46310334047155,8.987196820661973,12.0,3,1,52275.0
16.0,10.807705703176014,9.441452092939569,13.0,3,1,103767.0
18.0,11.002099841204238,9.798127036878302,12.0,3,1,53000.0
16.0,10.799575577092764,10.845446031158861,16.0,3,2,75300.0
12.0,10.645424897265505,9.852194258148577,15.0,3,1,67080.0
13.0,8.536995818712418,10.596634733096073,12.0,3,2,57100.0
13.0,10.621327345686446,7.600902459542082,14.0,1,1,55399.0
9.0,9.210340371976184,9.615805480084347,0.0,3,2,8160.0
12.0,12.002474335450016,10.714417768752456,17.0,1,1,182000.0
13.0,9.210340371976184,10.645424897265505,12.0,3,2,9483.0
14.0,8.517193191416238,10.757902880692196,12.0,3,2,69000.0
12.0,9.860997500915175,12.195608082482291,12.0,3,2,77100.0
15.0,9.680344001221918,10.46310334047155,14.0,1,2,54000.0
16.0,11.127262984158243,8.85366542803745,18.0,3,1,110500.0
18.0,11.127262984158243,9.998797732340453,16.0,3,2,105022.0
18.0,11.225243392518447,10.46310334047155,20.0,3,2,
12.0,10.778956289890028,7.600902459542082,17.0,3,1,59000.0
12.0,10.668955394675699,10.799575577092764,12.0,3,2,115000.0
12.0,10.126631103850338,10.596634733096073,7.0,1,2,78800.0
16.0,10.126631103850338,10.126631103850338,17.0,3,1,60000.0
14.0,8.294049640102028,10.126631103850338,12.0,3,2,36987.0
13.0,9.680344001221918,10.308952660644293,0.0,2,1,53920.0
18.0,10.126631103850338,10.46310334047155,20.0,2,2,90000.0
12.0,11.002099841204238,11.407564949312402,13.0,1,1,332808.0
12.0,11.314474526246391,10.275051108968611,15.0,3,2,174100.0
16.0,10.043249494911286,10.778956289890028,12.0,3,2,0.0
15.0,7.170119543449628,12.195608082482291,14.0,3,2,332808.0
17.0,9.852194258148577,11.002099841204238,12.0,3,2,80300.0
15.0,10.896739325546411,8.987196820661973,12.0,3,1,60000.0
16.0,9.852194258148577,11.002099841204238,18.0,3,2,75200.0
13.0,11.184421397998193,10.714417768752456,12.0,3,1,52200.0
19.0,10.87804719253426,11.198214720130528,14.0,3,1,151000.0
12.0,8.242756345714477,10.491274217438248,14.0,1,1,86000.0
14.0,11.002099841204238,10.203592144986466,12.0,3,1,110480.0
16.0,10.126631103850338,9.95227771670556,16.0,1,1,30000.0
16.0,7.600902459542082,9.798127036878302,16.0,3,1,52000.0
16.0,10.819778284410283,10.819778284410283,15.0,3,2,14250.0
12.0,6.907755278982137,10.491274217438248,12.0,3,2,7000.0
12.0,8.85366542803745,9.740968623038354,7.0,3,2,24700.0
11.0,8.006367567650246,10.308952660644293,12.0,3,2,52000.0
15.0,10.203592144986466,9.798127036878302,15.0,1,2,48000.0
12.0,8.517193191416238,9.615805480084347,9.0,3,2,18000.0
11.0,10.691944912900398,10.275051108968611,12.0,1,1,80960.0
15.0,10.341742483467284,9.72913416539135,14.0,3,1,60000.0
12.0,9.392661928770137,9.786953736280177,11.0,3,2,56316.0
17.0,10.239959789157341,10.714417768752456,16.0,3,2,83030.0
12.0,10.239959789157341,7.600902459542082,20.0,3,1,38000.0
14.0,10.126631103850338,11.002099841204238,14.0,3,1,85000.0
13.0,8.026170194946426,10.411178267606632,5.0,3,2,
20.0,11.097410021008562,11.27720313144916,13.0,3,2,332808.0
13.0,10.596634733096073,11.156250521031495,14.0,3,2,179000.0
17.0,10.043249494911286,11.002099841204238,17.0,3,2,
17.0,9.903487552536127,10.915088464214607,17.0,3,2,83700.0
12.0,10.126631103850338,8.006367567650246,12.0,3,1,31500.0
16.0,11.082142548877775,10.668955394675699,12.0,3,2,
13.0,10.778956289890028,10.203592144986466,14.0,3,1,92768.0
12.0,10.239959789157341,10.46310334047155,14.0,1,2,38000.0
8.0,8.779557455883728,6.396929655216146,8.0,1,1,
9.0,9.903487552536127,10.126631103850338,12.0,1,2,69840.0
12.0,10.491274217438248,11.407564949312402,18.0,3,2,120000.0
12.0,10.165851817003619,9.210340371976184,12.0,1,1,38000.0
12.0,9.581903928408666,9.852194258148577,11.0,1,2,36872.0
12.0,9.615805480084347,9.798127036878302,12.0,1,2,31000.0
16.0,9.392661928770137,10.933106969717286,20.0,3,2,69832.0
16.0,7.600902459542082,11.407564949312402,17.0,3,2,96700.0
18.0,12.002474335450016,9.210340371976184,16.0,3,1,332808.0
13.0,9.680344001221918,11.350406535472453,14.0,1,2,82000.0
12.0,11.225243392518447,10.308952660644293,7.0,3,2,73200.0
16.0,10.645424897265505,9.615805480084347,16.0,3,1,86000.0
18.0,10.778956289890028,10.545341438708522,17.0,3,2,100000.0
12.0,8.974618038455112,10.4341158035983,12.0,3,2,73510.0
12.0,8.556413904569519,10.308952660644293,16.0,3,2,34000.0
12.0,9.392661928770137,9.615805480084347,12.0,3,2,37800.0
14.0,8.873888135154973,10.008928064994125,9.0,3,2,32000.0
12.0,10.357742824813725,9.305650551780507,12.0,3,1,35020.0
15.0,9.104979856318357,10.714417768752456,12.0,3,2,80000.0
16.0,10.126631103850338,11.082142548877775,16.0,3,2,100100.0
18.0,10.46310334047155,11.512925464970229,18.0,3,2,332808.0
12.0,9.883284845218608,7.272398392570047,12.0,3,1,37000.0
14.0,10.896739325546411,7.24422751560335,12.0,3,1,70300.0
16.0,9.792555991828847,10.491274217438248,12.0,3,2,61000.0
12.0,11.06663836234181,5.0106352940962555,16.0,3,1,84280.0
12.0,10.373491181781864,10.341742483467284,12.0,3,2,70040.0
12.0,9.998797732340453,10.571316925111784,12.0,3,2,60075.0
12.0,10.126631103850338,10.596634733096073,14.0,3,2,74150.0
13.0,10.502324053624832,9.291643823040218,14.0,3,1,61000.0
12.0,10.246509720021074,9.932657929835909,12.0,3,1,56000.0
14.0,10.621327345686446,10.545341438708522,16.0,3,2,107000.0
19.0,10.373491181781864,10.085809109330082,16.0,3,1,70150.0
19.0,10.871421517562121,8.858652969548489,20.0,3,1,83000.0
12.0,10.491274217438248,10.668955394675699,14.0,3,1,79000.0
12.0,10.819778284410283,9.903487552536127,12.0,3,1,75130.0
14.0,10.126631103850338,10.308952660644293,12.0,3,1,62295.0
13.0,8.987196820661973,9.546812608597396,12.0,3,2,34000.0
16.0,9.392661928770137,10.645424897265505,12.0,3,1,63350.0
12.0,9.472704636443673,10.203592144986466,10.0,3,2,41800.0
14.0,10.778956289890028,10.184900011974314,16.0,3,2,59800.0
16.0,10.341742483467284,10.691944912900398,16.0,3,1,84100.0
16.0,8.648221453822641,10.416311178964792,18.0,3,2,63000.0
16.0,10.239959789157341,10.308952660644293,13.0,3,2,60000.0
14.0,10.819778284410283,7.600902459542082,14.0,3,1,50000.0
12.0,9.392661928770137,10.165851817003619,12.0,3,2,38000.0
16.0,10.373491181781864,10.500454174622105,14.0,3,2,
18.0,10.239959789157341,11.112447898373103,16.0,3,2,100000.0
17.0,12.002474335450016,11.156250521031495,14.0,3,1,75000.0
16.0,8.612503371220562,10.915088464214607,16.0,3,2,91000.0
14.0,10.388995368317829,9.581903928408666,12.0,3,1,40530.0
12.0,10.341742483467284,10.308952660644293,12.0,3,1,85820.0
15.0,10.203592144986466,11.225243392518447,16.0,3,1,332808.0
12.0,11.27720313144916,9.472704636443673,12.0,3,1,
12.0,9.472704636443673,11.156250521031495,12.0,3,2,85000.0
12.0,10.126631103850338,9.798127036878302,12.0,3,1,
12.0,9.903487552536127,10.757902880692196,11.0,3,2,73000.0
12.0,10.505067539570582,10.043249494911286,12.0,3,1,
12.0,10.477287975463508,10.308952660644293,3.0,3,1,61000.0
16.0,9.852194258148577,9.798127036878302,13.0,2,2,45012.0
17.0,8.85366542803745,10.858998997563564,16.0,3,2,92500.0
12.0,10.714417768752456,7.090076835776092,12.0,3,1,55000.0
14.0,10.516508688616788,8.824677891164198,12.0,3,1,53222.0
12.0,8.294049640102028,10.819778284410283,12.0,3,2,
12.0,9.392661928770137,10.714417768752456,12.0,3,2,61000.0
12.0,10.015699543143056,10.082470208064567,12.0,3,2,44200.0
14.0,9.680344001221918,11.26446410567173,6.0,3,2,
12.0,10.308952660644293,9.852194258148577,12.0,3,1,70000.0
12.0,9.375854810453756,11.149082031552883,12.0,3,2,89185.0
13.0,8.699514748210191,10.799575577092764,12.0,3,2,50000.0
15.0,9.210340371976184,9.210340371976184,12.0,3,2,5000.0
12.0,9.472704636443673,8.85366542803745,12.0,3,2,18000.0
19.0,12.002474335450016,11.184421397998193,17.0,3,1,332808.0
12.0,10.126631103850338,10.46310334047155,12.0,3,2,65015.0
12.0,9.998797732340453,10.275051108968611,14.0,3,1,55000.0
13.0,8.517193191416238,9.95227771670556,14.0,3,1,40000.0
17.0,7.783224016336037,10.896739325546411,2.0,3,2,65100.0
19.0,9.615805480084347,11.156250521031495,13.0,3,2,100000.0
12.0,10.043249494911286,9.680344001221918,13.0,3,1,34800.0
12.0,9.798127036878302,9.998797732340453,12.0,3,1,
12.0,8.987196820661973,9.546812608597396,9.0,3,2,26724.0
19.0,10.125069885783383,9.798127036878302,14.0,3,2,37000.0
16.0,10.232791299678729,10.596634733096073,14.0,3,2,66100.0
11.0,10.043249494911286,9.680344001221918,14.0,3,1,39000.0
16.0,9.903487552536127,9.903487552536127,12.0,3,1,59500.0
12.0,9.680344001221918,10.491274217438248,17.0,3,2,13620.0
18.0,11.512925464970229,9.392661928770137,16.0,3,1,125000.0
14.0,9.769956159911606,10.491274217438248,18.0,3,1,
18.0,9.392661928770137,11.502875129116727,17.0,3,2,332808.0
17.0,10.505067539570582,9.210340371976184,18.0,3,1,56000.0
12.0,9.903487552536127,9.615805480084347,16.0,3,1,43000.0
16.0,10.845446031158861,10.596634733096073,17.0,3,1,109200.0
16.0,10.085809109330082,10.46310334047155,12.0,3,2,35650.0
11.0,9.784197131344804,9.642836819135377,2.0,3,1,45000.0
12.0,9.680344001221918,10.373491181781864,12.0,3,1,55000.0
16.0,11.134589024250317,9.615805480084347,18.0,3,1,117500.0
12.0,9.226410552153677,11.191065940716861,16.0,2,2,132555.0
16.0,10.545341438708522,10.545341438708522,12.0,3,2,102200.0
12.0,10.134718314032957,10.39387574756213,12.0,3,2,61030.0
12.0,10.085809109330082,10.373491181781864,14.0,3,2,55100.0
12.0,10.448714603019452,10.308952660644293,13.0,3,1,75150.0
12.0,9.104979856318357,10.46310334047155,12.0,3,2,100100.0
12.0,7.696212639346407,11.33857207782545,12.0,3,2,71000.0
12.0,9.769956159911606,8.699514748210191,10.0,3,2,35000.0
12.0,10.819778284410283,10.858998997563564,12.0,3,2,106000.0
12.0,10.990364584985818,10.621327345686446,18.0,3,1,105400.0
12.0,9.95227771670556,11.49272275765271,13.0,3,2,28000.0
12.0,8.699514748210191,10.308952660644293,12.0,3,2,33000.0
12.0,10.388995368317829,8.006367567650246,12.0,3,1,40000.0
12.0,10.265697151973335,9.546455401949554,12.0,3,1,54856.0
12.0,10.085809109330082,11.089805421623343,14.0,3,1,26200.0
12.0,10.596634733096073,9.798127036878302,12.0,3,1,45300.0
14.0,10.043249494911286,10.46310334047155,12.0,3,2,40000.0
9.0,9.249561085129464,9.249561085129464,9.0,3,1,19000.0
12.0,10.426883833475971,10.043249494911286,10.0,3,1,59000.0
10.0,10.043249494911286,10.4274761628284,12.0,3,2,47000.0
12.0,9.903487552536127,10.165851817003619,12.0,3,2,57300.0
13.0,10.915088464214607,10.915088464214607,16.0,3,2,115000.0
12.0,10.60826681732578,10.068154174091362,12.0,3,1,70565.0
12.0,11.112447898373103,7.170119543449628,12.0,3,1,98040.0
12.0,10.46310334047155,11.407564949312402,12.0,3,2,150000.0
13.0,10.100287128510736,10.771260083255557,12.0,3,2,75760.0
12.0,10.241280345410422,10.697475048022145,12.0,3,2,74050.0
12.0,10.126631103850338,9.798127036878302,6.0,3,2,57144.0
12.0,10.46310334047155,10.545341438708522,18.0,3,1,95000.0
14.0,10.596634733096073,9.51044496442652,12.0,3,1,59660.0
12.0,9.615805480084347,11.225243392518447,12.0,3,2,47000.0
19.0,11.407564949312402,10.46310334047155,14.0,3,1,141600.0
12.0,10.275051108968611,10.275051108968611,14.0,3,1,63000.0
12.0,10.275051108968611,10.545341438708522,11.0,3,2,82000.0
12.0,9.998797732340453,11.082142548877775,12.0,3,2,53600.0
18.0,10.239959789157341,9.615805480084347,12.0,3,2,60000.0
16.0,10.46310334047155,9.95227771670556,16.0,3,2,74400.0
12.0,9.615805480084347,8.294049640102028,11.0,3,1,40000.0
12.0,9.536040511615484,9.769956159911606,12.0,3,2,40000.0
12.0,9.998797732340453,10.126631103850338,7.0,3,2,40000.0
14.0,10.596634733096073,9.740968623038354,12.0,3,2,70000.0
14.0,10.085809109330082,9.998797732340453,3.0,3,2,66830.0
9.0,8.987196820661973,9.392661928770137,12.0,3,2,
12.0,10.239959789157341,10.085809109330082,12.0,3,1,78000.0
16.0,10.915088464214607,8.987196820661973,13.0,3,1,48000.0
13.0,10.46310334047155,9.998797732340453,14.0,3,1,55000.0
15.0,6.576469569048224,10.757902880692196,17.0,3,2,41897.0
12.0,8.68185981297147,9.685082755569091,8.0,3,2,10100.0
12.0,9.998797732340453,10.714417768752456,16.0,3,2,23000.0
12.0,9.798127036878302,6.907755278982137,12.0,3,1,22000.0
12.0,10.203592144986466,10.46310334047155,20.0,3,2,
14.0,10.308952660644293,10.404262840448617,13.0,3,2,90100.0
14.0,8.294049640102028,7.313220387090301,12.0,3,1,21000.0
18.0,10.550590794594667,10.275051108968611,13.0,2,2,49215.0
16.0,10.647803019670473,10.275051108968611,12.0,3,1,77000.0
13.0,10.4341158035983,9.998797732340453,14.0,2,1,66000.0
14.0,10.778956289890028,9.305650551780507,12.0,3,1,96800.0
12.0,10.51867319162636,9.998797732340453,12.0,3,1,60440.0
12.0,9.740968623038354,10.596634733096073,8.0,3,2,142000.0
12.0,10.165851817003619,10.239959789157341,7.0,3,2,74120.0
13.0,10.261161996807944,10.043249494911286,0.0,3,2,42460.0
12.0,10.454177912797071,9.897268252722212,13.0,3,1,57581.0
12.0,10.308952660644293,9.903487552536127,12.0,3,1,49000.0
14.0,10.778956289890028,10.239959789157341,14.0,3,1,91000.0
15.0,10.545341438708522,10.404262840448617,15.0,3,1,75000.0
13.0,9.464982590349763,10.545341438708522,12.0,3,2,56100.0
12.0,10.239959789157341,9.798127036878302,15.0,3,1,
12.0,9.94270826568941,9.961756460660103,8.0,3,2,35000.0
12.0,9.546812608597396,10.691944912900398,12.0,3,2,64000.0
15.0,9.86526633971593,10.404262840448617,13.0,3,2,49000.0
14.0,9.846917201047734,10.425253116340453,9.0,3,2,
12.0,7.7406644019172415,7.824046010856292,12.0,2,2,42000.0
12.0,9.998797732340453,10.545341438708522,14.0,2,2,68115.0
12.0,9.998797732340453,9.798127036878302,4.0,3,2,40000.0
12.0,10.021270588192511,7.824046010856292,12.0,3,1,64500.0
12.0,10.645424897265505,10.126631103850338,12.0,3,1,42000.0
12.0,9.998797732340453,9.903487552536127,12.0,3,1,40000.0
16.0,10.203592144986466,9.392661928770137,0.0,3,2,51000.0
16.0,10.545341438708522,10.275051108968611,16.0,3,1,83300.0
16.0,10.596634733096073,10.373491181781864,16.0,3,2,
15.0,10.596634733096073,11.225243392518447,13.0,3,2,
16.0,10.950806546816688,10.203592144986466,16.0,3,1,89000.0
18.0,10.668955394675699,10.373491181781864,16.0,3,2,94000.0
16.0,9.998797732340453,11.289781913656018,12.0,3,2,93000.0
12.0,9.903487552536127,10.085809109330082,10.0,3,2,45000.0
12.0,9.852194258148577,10.126631103850338,12.0,2,2,45000.0
9.0,9.417354541360508,9.867860374892977,0.0,2,2,43040.0
8.0,9.825526011066415,9.648595302907339,12.0,1,1,66000.0
12.0,9.798127036878302,9.852194258148577,12.0,2,2,
12.0,10.275051108968611,9.680344001221918,4.0,3,1,74000.0
12.0,10.043249494911286,8.764053269347762,12.0,2,1,31500.0
12.0,9.546812608597396,9.798127036878302,7.0,3,2,45700.0
16.0,10.849337086651827,9.95227771670556,14.0,3,1,85800.0
15.0,10.308952660644293,10.46310334047155,12.0,3,2,70000.0
12.0,9.740968623038354,10.87804719253426,12.0,3,2,
12.0,10.085809109330082,10.165851817003619,8.0,3,2,39500.0
20.0,10.714417768752456,11.407564949312402,17.0,3,2,120000.0
17.0,10.126631103850338,11.461632170582678,16.0,3,2,135000.0
12.0,9.20029003612268,10.275051108968611,16.0,3,2,15000.0
17.0,10.778956289890028,10.714417768752456,12.0,3,2,104000.0
16.0,11.042921835724492,10.596634733096073,18.0,3,1,72000.0
16.0,8.630521876723241,10.915088464214607,16.0,3,2,60200.0
12.0,9.903487552536127,9.615805480084347,12.0,3,2,127500.0
16.0,11.127262984158243,10.668955394675699,18.0,3,1,178000.0
17.0,11.06663836234181,11.127262984158243,16.0,3,1,176000.0
12.0,10.308952660644293,10.085809109330082,12.0,3,1,110000.0
9.0,9.998797732340453,9.680344001221918,12.0,3,1,44000.0
13.0,10.146433731146518,10.714417768752456,13.0,2,2,29000.0
12.0,9.210340371976184,9.472704636443673,12.0,3,2,37000.0
12.0,10.491274217438248,9.392661928770137,14.0,3,1,67000.0
12.0,9.945109227226947,10.858998997563564,16.0,3,2,
16.0,10.596634733096073,10.308952660644293,12.0,3,2,95000.0
16.0,9.95227771670556,6.907755278982137,14.0,3,2,24000.0
16.0,9.472704636443673,9.813398717754442,13.0,3,1,58000.0
14.0,10.596634733096073,9.94270826568941,13.0,3,1,
13.0,9.95227771670556,11.002099841204238,12.0,3,2,73000.0
13.0,10.778956289890028,9.615805480084347,12.0,3,1,
15.0,10.968198289528557,9.358760377094455,15.0,3,1,
12.0,8.699514748210191,10.308952660644293,16.0,3,1,18200.0
19.0,11.49272275765271,11.56171562913966,14.0,3,2,332808.0
12.0,7.824046010856292,10.714417768752456,10.0,3,2,50900.0
14.0,10.714417768752456,9.998797732340453,12.0,3,1,83050.0
12.0,9.392661928770137,10.778956289890028,11.0,3,2,70850.0
14.0,10.373491181781864,10.165851817003619,15.0,3,1,75000.0
12.0,10.165851817003619,9.680344001221918,8.0,3,1,55000.0
16.0,10.308952660644293,10.165851817003619,16.0,3,1,73000.0
18.0,10.545341438708522,10.043249494911286,12.0,3,2,75139.0
12.0,10.668955394675699,10.239959789157341,0.0,3,1,77500.0
12.0,10.126631103850338,9.680344001221918,12.0,3,1,38100.0
12.0,9.011889433252344,10.165851817003619,12.0,3,1,124800.0
12.0,9.305650551780507,9.546812608597396,11.0,1,2,44420.0
14.0,10.799575577092764,10.165851817003619,15.0,1,1,78050.0
14.0,10.181119289134408,10.555812738575819,15.0,1,2,
12.0,9.62231756369957,9.477768715400696,12.0,3,1,32642.0
10.0,9.249561085129464,7.1308988302963465,8.0,1,1,17300.0
16.0,10.268130666124037,10.085809109330082,12.0,3,2,30831.0
13.0,10.043249494911286,10.87804719253426,12.0,3,2,
12.0,10.126631103850338,10.19241884438834,5.0,3,2,65000.0
14.0,10.60092551451323,9.85298342036236,14.0,3,1,77010.0
13.0,10.308952660644293,9.546812608597396,6.0,3,1,47268.0
12.0,10.085809109330082,10.275051108968611,12.0,3,2,29335.0
12.0,10.275051108968611,9.78131991856192,12.0,3,1,42800.0
12.0,10.819778284410283,9.615805480084347,12.0,3,1,65000.0
14.0,9.392661928770137,9.998797732340453,12.0,3,2,42500.0
12.0,9.740968623038354,9.615805480084347,10.0,3,2,41000.0
17.0,10.819778284410283,11.082142548877775,16.0,3,1,128000.0
