A,Y,W,Z,X_race,X_sex,X_faminc_2000
12.0,10.491274217438248,10.308952660644293,0.0,3,1,70000.0
12.0,9.9281801651265,9.210340371976184,7.0,3,1,
12.0,6.214608098422191,10.736396675471232,12.0,3,2,92000.0
18.0,10.87804719253426,10.668955394675699,18.0,3,2,119000.0
16.0,10.950806546816688,8.294049640102028,16.0,3,2,83010.0
13.0,10.364071959865372,9.392661928770137,11.0,3,2,44000.0
12.0,9.249561085129464,10.069001991013701,12.0,3,2,27000.0
12.0,10.308952660644293,9.798127036878302,12.0,3,1,52000.0
12.0,9.798127036878302,10.308952660644293,12.0,3,2,52200.0
12.0,10.373491181781864,9.546812608597396,12.0,3,1,45002.0
17.0,11.018629143155449,10.275051108968611,16.0,3,2,93175.0
13.0,12.002474335450016,9.852194258148577,14.0,3,1,21900.0
19.0,10.085809109330082,10.308952660644293,17.0,3,1,80500.0
16.0,12.002474335450016,12.195608082482291,16.0,3,1,332808.0
12.0,10.596634733096073,9.852194258148577,12.0,3,1,61075.0
11.0,8.160518247477505,9.615805480084347,7.0,3,1,26000.0
12.0,8.987196820661973,10.819778284410283,3.0,3,2,12000.0
12.0,10.043249494911286,10.4341158035983,12.0,3,1,63000.0
8.0,10.373491181781864,9.392661928770137,9.0,3,1,38800.0
8.0,9.392661928770137,10.373491181781864,9.0,3,2,45480.0
11.0,9.546812608597396,10.896739325546411,8.0,3,2,61000.0
13.0,9.740968623038354,10.126631103850338,14.0,3,1,46000.0
16.0,10.46310334047155,10.373491181781864,16.0,3,1,64000.0
12.0,8.961879012677683,10.545341438708522,14.0,3,2,41600.0
12.0,10.491274217438248,9.615805480084347,13.0,3,1,63700.0
12.0,9.350102314351341,7.313220387090301,12.0,3,1,
17.0,10.896739325546411,11.03488966402723,18.0,3,1,86300.0
14.0,9.852194258148577,9.472704636443673,6.0,3,2,22204.0
12.0,9.852194258148577,10.085809109330082,15.0,3,2,
16.0,10.778956289890028,8.699514748210191,12.0,3,1,85400.0
12.0,7.090076835776092,11.512925464970229,12.0,3,2,25000.0
17.0,9.104979856318357,10.896739325546411,19.0,3,2,83000.0
16.0,7.600902459542082,10.915088464214607,18.0,3,2,93035.0
12.0,10.308952660644293,9.546812608597396,12.0,3,1,32030.0
12.0,10.373491181781864,10.203592144986466,12.0,3,1,64000.0
18.0,10.915088464214607,7.600902459542082,16.0,3,1,87030.0
12.0,7.301147805856032,10.471638242921388,3.0,3,2,
12.0,10.596634733096073,8.987196820661973,14.0,3,1,29500.0
14.0,8.987196820661973,10.491274217438248,12.0,3,2,81500.0
14.0,10.858998997563564,5.991464547107982,12.0,3,1,95000.0
12.0,8.476371196895983,9.998797732340453,9.0,3,2,47000.0
17.0,9.903487552536127,9.95227771670556,12.0,3,1,81000.0
12.0,11.082142548877775,10.126631103850338,12.0,3,1,110000.0
12.0,8.556413904569519,10.858998997563564,6.0,3,2,70700.0
12.0,8.517193191416238,10.239959789157341,12.0,3,2,46544.0
12.0,8.779557455883728,8.160518247477505,12.0,3,2,20436.0
12.0,9.95227771670556,10.558413520275876,8.0,3,1,27500.0
12.0,10.043249494911286,9.798127036878302,12.0,3,1,36732.0
12.0,10.4341158035983,6.907755278982137,12.0,3,1,46000.0
13.0,9.104979856318357,11.002099841204238,14.0,3,2,57500.0
16.0,10.950806546816688,10.645424897265505,12.0,3,2,150000.0
16.0,10.993731591533722,10.714417768752456,16.0,3,1,66500.0
18.0,10.275051108968611,10.419300717813158,18.0,3,2,68100.0
16.0,10.359677460135904,9.958449110610102,3.0,3,2,57425.0
16.0,8.070906088787819,10.819778284410283,12.0,3,2,24555.0
12.0,9.375854810453756,9.740968623038354,12.0,3,2,58500.0
19.0,8.987196820661973,10.545341438708522,17.0,1,2,
12.0,9.615805480084347,10.4341158035983,9.0,3,2,47600.0
14.0,9.852194258148577,9.769956159911606,12.0,3,2,48000.0
16.0,9.615805480084347,9.903487552536127,9.0,3,2,34010.0
17.0,10.06475570013225,10.714417768752456,15.0,3,2,68000.0
12.0,10.275051108968611,9.680344001221918,16.0,3,1,54000.0
12.0,9.798127036878302,9.305650551780507,12.0,3,1,29600.0
12.0,10.373491181781864,10.373491181781864,9.0,3,2,48300.0
12.0,9.903487552536127,9.903487552536127,12.0,3,1,34800.0
12.0,10.203592144986466,10.308952660644293,14.0,3,2,60911.0
12.0,9.667765219015058,9.287301413112312,12.0,3,1,18000.0
17.0,10.545341438708522,11.26446410567173,16.0,3,2,133200.0
20.0,11.225243392518447,11.002099841204238,16.0,3,1,117000.0
16.0,10.819778284410283,11.112447898373103,16.0,3,2,64150.0
12.0,9.238441802087058,10.682560103927765,11.0,3,2,40000.0
12.0,9.933046354777673,9.893437216682626,9.0,3,2,52100.0
15.0,9.752664662801545,9.472704636443673,13.0,3,1,
12.0,10.203592144986466,7.090076835776092,8.0,3,1,53500.0
12.0,10.239959789157341,9.392661928770137,12.0,3,1,48000.0
13.0,10.308952660644293,9.95227771670556,16.0,3,1,157000.0
16.0,10.373491181781864,10.645424897265505,12.0,3,2,70000.0
16.0,10.278493453159584,10.257659366256743,13.0,3,2,62400.0
14.0,10.889304347058893,10.915088464214607,8.0,3,1,114000.0
15.0,10.373491181781864,10.46310334047155,3.0,3,1,
14.0,10.341742483467284,8.987196820661973,1.0,3,1,72200.0
14.0,10.126631103850338,9.798127036878302,12.0,3,1,61000.0
19.0,9.903487552536127,10.275051108968611,5.0,3,2,59000.0
20.0,10.46310334047155,11.082142548877775,18.0,3,2,112020.0
14.0,9.680344001221918,10.308952660644293,16.0,3,2,59000.0
12.0,9.989435864672492,9.760252084449375,12.0,3,2,45499.0
17.0,11.407564949312402,12.195608082482291,15.0,3,1,165000.0
12.0,9.680344001221918,9.104979856318357,12.0,3,2,32165.0
18.0,9.615805480084347,10.203592144986466,12.0,3,2,62000.0
16.0,10.491274217438248,10.043249494911286,12.0,3,2,70000.0
10.0,9.998797732340453,9.392661928770137,12.0,3,1,8000.0
12.0,9.392661928770137,9.998797732340453,10.0,3,2,182000.0
13.0,8.45531778769815,9.825526011066415,12.0,1,2,81400.0
18.0,10.341742483467284,12.195608082482291,16.0,1,2,332808.0
14.0,9.998797732340453,10.275051108968611,16.0,1,1,93000.0
6.0,9.305650551780507,8.699514748210191,3.0,1,1,28100.0
12.0,9.95227771670556,10.043249494911286,12.0,1,2,
12.0,8.131530710604252,9.798127036878302,9.0,1,2,27650.0
8.0,8.23880116587155,8.745761999375512,8.0,1,1,
12.0,9.472704636443673,10.308952660644293,6.0,1,2,50800.0
12.0,9.35979432514452,9.12347443895452,12.0,1,2,13853.0
12.0,8.987196820661973,9.574983485564092,10.0,1,1,28800.0
12.0,9.104979856318357,9.798127036878302,9.0,1,2,36000.0
10.0,10.308952660644293,9.680344001221918,9.0,1,1,52000.0
15.0,9.648595302907339,10.596634733096073,14.0,1,2,56200.0
17.0,10.404262840448617,11.184421397998193,1.0,3,2,332808.0
0.0,8.779557455883728,8.779557455883728,12.0,1,2,11420.0
12.0,10.404262840448617,9.472704636443673,13.0,1,1,33000.0
11.0,7.090076835776092,9.615805480084347,7.0,1,2,9309.0
18.0,10.085809109330082,10.373491181781864,12.0,3,1,51400.0
12.0,9.998797732340453,10.126631103850338,12.0,3,2,47000.0
12.0,9.472704636443673,9.903487552536127,12.0,1,2,68000.0
13.0,9.035986984831405,9.95227771670556,5.0,1,2,48762.0
12.0,8.865029186687766,10.4341158035983,12.0,1,2,48000.0
18.0,10.126631103850338,10.896739325546411,20.0,1,2,
12.0,10.126631103850338,10.126631103850338,11.0,1,2,28040.0
16.0,10.896739325546411,10.203592144986466,12.0,1,2,90000.0
12.0,10.4341158035983,8.99961934066053,11.0,3,1,116750.0
12.0,10.308952660644293,8.101677747454572,14.0,2,1,29400.0
9.0,10.239959789157341,9.210340371976184,5.0,2,1,25000.0
8.0,8.517193191416238,9.392661928770137,11.0,2,2,
12.0,8.294049640102028,9.998797732340453,11.0,3,2,12000.0
16.0,10.404262840448617,8.987196820661973,14.0,3,2,65000.0
18.0,11.184421397998193,10.126631103850338,16.0,3,1,111000.0
14.0,10.308952660644293,9.95227771670556,12.0,3,2,70000.0
10.0,10.545341438708522,9.680344001221918,13.0,3,1,62300.0
16.0,10.308952660644293,10.308952660644293,12.0,3,2,64000.0
16.0,9.546812608597396,10.085809109330082,12.0,3,2,40000.0
14.0,9.740968623038354,9.210340371976184,7.0,2,2,9600.0
13.0,10.915088464214607,10.46310334047155,12.0,3,2,65000.0
12.0,9.903487552536127,10.596634733096073,12.0,3,2,69675.0
16.0,10.63344870621879,9.581903928408666,12.0,3,2,64600.0
12.0,9.903487552536127,9.998797732340453,12.0,3,1,43000.0
13.0,9.998797732340453,10.308952660644293,12.0,3,2,
12.0,10.126631103850338,10.373491181781864,12.0,3,2,82000.0
12.0,9.852194258148577,11.002099841204238,12.0,3,2,94000.0
12.0,10.126631103850338,9.740968623038354,12.0,3,2,44032.0
12.0,10.203592144986466,10.736396675471232,12.0,3,1,115000.0
12.0,6.643789733147672,10.51867319162636,9.0,3,2,48600.0
12.0,9.852194258148577,8.922658299524402,12.0,3,1,41132.0
12.0,9.95227771670556,10.043249494911286,12.0,2,1,26000.0
14.0,9.95227771670556,9.104979856318357,12.0,3,1,65900.0
12.0,10.165851817003619,9.798127036878302,12.0,2,1,43000.0
14.0,9.852194258148577,9.210340371976184,12.0,2,1,
14.0,10.308952660644293,9.011889433252344,12.0,3,1,69000.0
12.0,9.546812608597396,10.129467078669546,11.0,3,2,51000.0
7.0,10.596634733096073,9.568014816247999,16.0,3,1,
12.0,10.571316925111784,9.740968623038354,14.0,3,1,58000.0
12.0,8.006367567650246,10.165851817003619,12.0,3,2,
12.0,9.903487552536127,9.903487552536127,12.0,2,1,22000.0
13.0,10.51867319162636,8.699514748210191,16.0,2,1,48000.0
16.0,10.729853576882297,10.545341438708522,15.0,2,2,49000.0
14.0,10.46310334047155,10.4341158035983,13.0,2,1,
12.0,7.613324979540639,10.09921879624,8.0,3,2,19720.0
16.0,8.411832675758411,11.082142548877775,16.0,3,2,109000.0
16.0,10.165851817003619,10.308952660644293,16.0,3,1,40000.0
16.0,11.082142548877775,10.46310334047155,12.0,3,2,120200.0
13.0,10.021270588192511,10.203592144986466,15.0,3,1,21268.0
12.0,10.057923905840546,10.126631103850338,12.0,3,2,35000.0
12.0,9.595602772766828,7.803843303538772,12.0,3,1,17500.0
12.0,10.51867319162636,9.740968623038354,13.0,3,1,
13.0,9.740968623038354,10.51867319162636,12.0,3,2,
12.0,11.326595886778735,8.006367567650246,12.0,3,1,
12.0,10.126631103850338,10.308952660644293,12.0,3,1,20000.0
13.0,10.896739325546411,9.975808214115753,12.0,3,1,84200.0
18.0,10.819778284410283,10.45449496593495,16.0,3,2,106700.0
14.0,10.043249494911286,11.002099841204238,18.0,3,2,105200.0
20.0,10.188666494769791,10.968198289528557,14.0,3,2,91241.0
16.0,8.006367567650246,11.289781913656018,20.0,3,2,53300.0
18.0,11.082142548877775,12.195608082482291,18.0,3,2,332808.0
18.0,12.002474335450016,10.46310334047155,20.0,3,1,332808.0
13.0,10.341742483467284,9.472704636443673,12.0,3,1,42000.0
14.0,9.903487552536127,11.002099841204238,16.0,3,2,83000.0
16.0,10.532096211958502,10.4341158035983,16.0,3,1,102000.0
12.0,10.645424897265505,10.839580911706463,14.0,3,2,
12.0,9.615805480084347,10.621327345686446,11.0,3,2,51000.0
13.0,10.596634733096073,9.392661928770137,12.0,3,1,70300.0
16.0,10.839580911706463,10.4341158035983,14.0,3,1,93000.0
18.0,10.46310334047155,10.714417768752456,16.0,3,1,117000.0
14.0,10.714417768752456,10.46310334047155,16.0,3,2,100100.0
12.0,9.998797732340453,10.757902880692196,5.0,3,2,
12.0,8.85366542803745,11.289781913656018,14.0,3,2,85000.0
16.0,12.002474335450016,11.512925464970229,18.0,3,2,332808.0
16.0,7.7406644019172415,11.082142548877775,16.0,3,2,79000.0
19.0,10.858998997563564,10.714417768752456,18.0,3,1,130000.0
16.0,12.002474335450016,10.596634733096073,16.0,3,1,166000.0
17.0,10.596634733096073,10.645424897265505,12.0,3,2,
20.0,10.126631103850338,11.03488966402723,18.0,3,1,169000.0
12.0,9.305650551780507,11.225243392518447,12.0,3,2,163080.0
12.0,10.778956289890028,10.596634733096073,17.0,3,1,49000.0
12.0,11.33857207782545,8.699514748210191,12.0,3,1,75000.0
10.0,9.210340371976184,10.203592144986466,16.0,3,1,26000.0
13.0,10.819778284410283,12.195608082482291,14.0,3,2,94000.0
15.0,11.141861783579396,8.517193191416238,18.0,3,1,111000.0
16.0,10.571316925111784,10.373491181781864,17.0,3,2,90000.0
20.0,11.251560700835821,9.210340371976184,19.0,3,1,110050.0
12.0,9.903487552536127,9.798127036878302,12.0,2,1,43000.0
13.0,8.517193191416238,10.308952660644293,0.0,3,1,50000.0
16.0,10.4341158035983,10.46310334047155,13.0,3,2,73300.0
16.0,8.294049640102028,11.05089000537367,16.0,3,2,
16.0,10.714417768752456,10.46310334047155,14.0,3,1,39100.0
13.0,10.188666494769791,10.545341438708522,12.0,3,2,18000.0
16.0,12.002474335450016,12.195608082482291,18.0,3,2,332808.0
20.0,10.571316925111784,10.4341158035983,18.0,3,1,85300.0
16.0,11.225243392518447,10.085809109330082,16.0,3,1,97200.0
20.0,11.407564949312402,11.350406535472453,20.0,3,2,332808.0
19.0,10.778956289890028,11.512925464970229,14.0,3,2,157000.0
16.0,11.350406535472453,8.242756345714477,14.0,3,1,147800.0
16.0,10.46310334047155,10.308952660644293,12.0,3,2,332808.0
12.0,10.165851817003619,9.798127036878302,10.0,1,1,48000.0
10.0,10.374115986550706,10.239959789157341,12.0,3,1,43980.0
14.0,10.347371770548238,10.506627965308457,18.0,3,1,67254.0
12.0,8.612503371220562,12.195608082482291,12.0,3,2,
12.0,7.600902459542082,10.714417768752456,15.0,3,2,
16.0,11.002099841204238,11.156250521031495,18.0,3,2,
16.0,10.596634733096073,10.596634733096073,14.0,3,2,
12.0,9.798127036878302,9.903487552536127,12.0,3,2,32000.0
12.0,8.987196820661973,10.757902880692196,12.0,3,2,85000.0
12.0,10.184900011974314,8.612503371220562,14.0,3,1,34000.0
18.0,10.950806546816688,12.195608082482291,18.0,3,2,332808.0
16.0,10.596634733096073,8.517193191416238,19.0,3,1,65000.0
12.0,6.907755278982137,11.002099841204238,13.0,3,2,45000.0
12.0,8.987196820661973,11.082142548877775,12.0,3,2,86000.0
12.0,10.645424897265505,10.373491181781864,12.0,3,2,78050.0
12.0,10.799575577092764,9.210340371976184,14.0,3,1,65000.0
12.0,10.645424897265505,10.239959789157341,12.0,3,1,74400.0
12.0,10.292145542327912,10.126631103850338,12.0,3,2,
14.0,11.225243392518447,10.596634733096073,15.0,3,2,112000.0
12.0,9.392661928770137,9.392661928770137,3.0,3,2,13200.0
12.0,10.308952660644293,10.46310334047155,1.0,3,1,65000.0
12.0,10.292145542327912,11.512925464970229,16.0,3,2,137000.0
14.0,11.33857207782545,10.491274217438248,14.0,3,1,143000.0
16.0,10.51867319162636,11.512925464970229,18.0,3,2,178000.0
16.0,11.407564949312402,12.195608082482291,16.0,3,1,332808.0
12.0,7.090076835776092,9.903487552536127,12.0,2,2,
12.0,8.85366542803745,10.308952660644293,12.0,3,2,29650.0
12.0,9.830916859701293,9.849559210510572,12.0,3,2,
16.0,10.126631103850338,10.491274217438248,18.0,3,2,69210.0
11.0,10.668955394675699,7.549609165154532,12.0,3,1,56971.0
8.0,10.645424897265505,7.600902459542082,9.0,3,1,53000.0
12.0,7.600902459542082,10.46310334047155,12.0,3,2,40000.0
12.0,8.517193191416238,8.881836305004146,12.0,3,2,2015.0
12.0,10.534759329377986,10.367221568768269,12.0,3,2,47500.0
16.0,10.416311178964792,11.002099841204238,16.0,3,2,
12.0,10.778956289890028,8.070906088787819,12.0,3,1,53500.0
10.0,9.998797732340453,9.392661928770137,12.0,3,1,44500.0
18.0,9.980448593672257,9.798127036878302,19.0,3,2,47030.0
15.0,9.798127036878302,9.903487552536127,15.0,3,2,40000.0
12.0,10.165851817003619,10.380963196620565,13.0,3,2,68000.0
17.0,10.308952660644293,10.46310334047155,16.0,3,2,86000.0
16.0,10.668955394675699,10.915088464214607,16.0,3,2,107000.0
14.0,10.800575077425847,9.457200449907708,12.0,3,2,38300.0
12.0,10.373491181781864,10.126631103850338,11.0,3,2,40360.0
12.0,8.699514748210191,10.950806546816688,12.0,3,2,72500.0
13.0,9.392661928770137,10.596634733096073,12.0,3,2,52000.0
14.0,9.798127036878302,9.210340371976184,12.0,3,1,51600.0
12.0,10.714417768752456,8.85366542803745,12.0,3,1,45000.0
12.0,9.472704636443673,9.615805480084347,12.0,3,1,14000.0
12.0,10.373491181781864,9.740968623038354,12.0,3,1,52500.0
13.0,10.545341438708522,10.596634733096073,16.0,3,1,332808.0
17.0,10.668955394675699,10.968198289528557,18.0,3,2,122000.0
16.0,12.002474335450016,12.195608082482291,16.0,3,2,332808.0
13.0,9.104979856318357,10.915088464214607,16.0,3,2,61700.0
17.0,10.491274217438248,9.903487552536127,15.0,3,1,25300.0
16.0,6.214608098422191,11.156250521031495,12.0,3,2,70600.0
12.0,10.165851817003619,10.46310334047155,12.0,3,2,
16.0,10.491274217438248,9.903487552536127,14.0,3,1,58000.0
16.0,12.002474335450016,12.195608082482291,18.0,3,1,20000.0
20.0,11.225243392518447,10.308952660644293,20.0,3,1,166000.0
20.0,11.06663836234181,9.615805480084347,20.0,3,1,
15.0,7.600902459542082,11.002099841204238,16.0,3,2,7200.0
18.0,11.097410021008562,10.896739325546411,16.0,3,1,162000.0
12.0,10.778956289890028,6.802394763324311,16.0,3,1,65000.0
12.0,10.373491181781864,11.156250521031495,16.0,3,1,35100.0
12.0,10.51867319162636,10.165851817003619,14.0,3,1,36000.0
12.0,9.655026193237628,10.596634733096073,8.0,3,2,
16.0,9.392661928770137,10.819778284410283,13.0,3,2,84000.0
12.0,10.373491181781864,10.645424897265505,12.0,3,2,24000.0
14.0,10.126631103850338,10.203592144986466,8.0,3,2,76000.0
12.0,9.98506753952855,9.179881164491475,12.0,3,1,35000.0
12.0,10.691944912900398,10.596634733096073,12.0,3,2,82400.0
12.0,10.275051108968611,10.308952660644293,4.0,3,1,78500.0
16.0,11.289781913656018,11.082142548877775,16.0,3,1,183000.0
12.0,10.545341438708522,10.184900011974314,16.0,3,1,42000.0
12.0,10.23878052266729,10.280553186122594,14.0,3,1,29498.0
18.0,8.517193191416238,8.517193191416238,18.0,3,1,109000.0
16.0,6.620073206530356,10.404262840448617,16.0,3,2,60800.0
17.0,10.308952660644293,10.778956289890028,16.0,3,1,
13.0,9.831024380802413,10.630480449879682,13.0,3,2,
14.0,9.798127036878302,10.373491181781864,12.0,3,1,58050.0
15.0,10.308952660644293,10.491274217438248,12.0,3,2,90200.0
12.0,9.546812608597396,7.718685495198466,12.0,3,1,27250.0
12.0,9.798127036878302,10.043249494911286,12.0,3,2,21000.0
19.0,9.798127036878302,10.778956289890028,13.0,3,1,111000.0
12.0,8.517193191416238,10.621327345686446,18.0,3,2,61801.0
18.0,10.043249494911286,10.819778284410283,18.0,3,2,50000.0
12.0,10.373491181781864,10.596634733096073,12.0,3,2,79000.0
12.0,10.165851817003619,10.043249494911286,15.0,3,1,50500.0
12.0,11.512925464970229,10.819778284410283,12.0,3,1,332808.0
12.0,10.325481962595504,10.043249494911286,13.0,3,2,73119.0
14.0,10.043249494911286,9.798127036878302,12.0,3,2,26600.0
12.0,10.714417768752456,9.392661928770137,14.0,3,1,49000.0
12.0,9.680344001221918,9.798127036878302,11.0,3,2,50000.0
13.0,10.308952660644293,8.85366542803745,12.0,3,1,42200.0
20.0,10.968198289528557,11.002099841204238,16.0,3,1,175000.0
13.0,10.275051108968611,10.203592144986466,12.0,3,1,80000.0
19.0,11.461632170582678,11.127262984158243,13.0,3,2,332808.0
14.0,10.4341158035983,11.407564949312402,16.0,3,2,150000.0
13.0,10.221941283654663,10.165851817003619,15.0,1,1,
15.0,10.596634733096073,10.239959789157341,16.0,3,1,95500.0
19.0,10.596634733096073,11.173248097400068,20.0,1,2,140000.0
13.0,10.621327345686446,10.545341438708522,10.0,3,2,96800.0
16.0,11.127262984158243,8.987196820661973,16.0,3,1,130000.0
20.0,11.37366339763672,8.294049640102028,16.0,3,1,103000.0
12.0,9.615805480084347,10.819778284410283,12.0,3,2,
16.0,10.126631103850338,11.03488966402723,16.0,3,2,90000.0
13.0,8.160518247477505,9.903487552536127,12.0,1,2,49700.0
17.0,9.210340371976184,11.097410021008562,16.0,1,2,101000.0
12.0,10.126631103850338,9.210340371976184,12.0,2,1,11200.0
12.0,8.411610428841172,9.779283949076822,13.0,2,2,
10.0,9.95227771670556,10.085809109330082,12.0,3,2,29000.0
13.0,12.002474335450016,9.210340371976184,12.0,3,1,110000.0
13.0,9.740968623038354,8.987196820661973,12.0,3,1,30000.0
16.0,7.600902459542082,9.95227771670556,12.0,3,2,36836.0
18.0,10.308952660644293,10.373491181781864,13.0,3,2,61000.0
10.0,8.725832056527565,10.409762839203301,12.0,3,2,49908.0
16.0,8.987196820661973,11.082142548877775,18.0,3,2,87000.0
19.0,11.002099841204238,11.407564949312402,16.0,3,1,103000.0
14.0,10.239959789157341,10.545341438708522,14.0,3,2,69100.0
16.0,11.154076731490644,11.37366339763672,16.0,3,2,80000.0
17.0,10.526829031352095,12.195608082482291,14.0,3,2,87000.0
12.0,11.082142548877775,9.615805480084347,12.0,3,1,
16.0,9.047821442478408,10.645424897265505,12.0,3,2,78000.0
18.0,11.320553572322773,9.903487552536127,0.0,3,1,128000.0
14.0,11.512925464970229,8.294049640102028,18.0,3,1,332808.0
15.0,10.571316925111784,10.645424897265505,9.0,2,2,45010.0
17.0,8.131530710604252,10.858998997563564,14.0,2,1,74000.0
17.0,10.126631103850338,10.46310334047155,16.0,2,2,69000.0
12.0,10.819778284410283,9.798127036878302,12.0,3,1,60100.0
16.0,8.699514748210191,10.491274217438248,19.0,3,2,99050.0
13.0,10.778956289890028,8.987196820661973,14.0,3,1,69025.0
16.0,9.305650551780507,10.778956289890028,16.0,3,2,79000.0
16.0,10.46310334047155,10.545341438708522,16.0,3,1,87000.0
12.0,9.680344001221918,10.819778284410283,16.0,3,2,47200.0
12.0,9.546812608597396,11.018629143155449,12.0,3,2,142500.0
16.0,11.468973577441046,7.3777589082278725,13.0,3,1,100000.0
12.0,10.714417768752456,11.289781913656018,14.0,3,2,114000.0
12.0,8.006367567650246,9.680344001221918,0.0,3,1,35000.0
14.0,10.915088464214607,10.915088464214607,15.0,3,2,145000.0
13.0,10.714417768752456,10.714417768752456,6.0,3,2,53100.0
18.0,10.896739325546411,11.082142548877775,17.0,3,2,4500.0
13.0,10.989689821127556,9.903487552536127,13.0,3,1,30500.0
17.0,11.156250521031495,10.126631103850338,15.0,3,1,115000.0
13.0,10.268130666124037,10.858998997563564,16.0,3,2,79015.0
16.0,10.87804719253426,11.112447898373103,18.0,1,2,160150.0
8.0,5.298317366548036,5.857933154483459,6.0,1,2,
7.0,10.043249494911286,10.203592144986466,8.0,1,2,47000.0
10.0,9.740968623038354,8.699514748210191,0.0,3,1,27000.0
12.0,10.4341158035983,10.596634733096073,16.0,3,2,
12.0,10.858998997563564,7.824046010856292,12.0,3,1,50000.0
12.0,8.517193191416238,11.082142548877775,12.0,3,2,
14.0,9.903487552536127,10.645424897265505,12.0,3,2,71000.0
12.0,9.903487552536127,9.51044496442652,13.0,3,1,36750.0
13.0,10.545341438708522,10.46310334047155,12.0,3,1,
12.0,8.517193191416238,11.156250521031495,13.0,3,2,12100.0
12.0,7.495541943884256,10.977636369025863,16.0,3,2,85402.0
12.0,11.407564949312402,10.373491181781864,14.0,3,1,110000.0
12.0,9.546812608597396,10.778956289890028,12.0,3,2,72700.0
13.0,8.333270353255308,11.141861783579396,11.0,3,2,70000.0
12.0,11.156250521031495,10.126631103850338,12.0,3,1,101000.0
14.0,10.596634733096073,10.308952660644293,12.0,3,2,77000.0
13.0,10.621327345686446,10.239959789157341,4.0,3,1,66000.0
12.0,9.998797732340453,11.03488966402723,12.0,3,2,
12.0,10.896739325546411,8.85366542803745,14.0,3,2,81000.0
12.0,8.85366542803745,10.896739325546411,12.0,3,2,52600.0
12.0,10.714417768752456,9.546812608597396,2.0,3,1,50900.0
13.0,11.225243392518447,9.798127036878302,13.0,3,1,126000.0
12.0,10.87804719253426,9.51044496442652,12.0,3,1,66000.0
14.0,9.903487552536127,11.289781913656018,12.0,3,2,110000.0
15.0,10.46310334047155,10.239959789157341,17.0,3,1,90000.0
12.0,10.373491181781864,10.950806546816688,12.0,1,2,95800.0
12.0,10.950806546816688,8.006367567650246,12.0,3,1,55880.0
12.0,10.950806546816688,10.958217613387388,0.0,3,2,
16.0,7.937374696163295,10.933106969717286,16.0,3,2,74300.0
12.0,10.404262840448617,9.615805480084347,12.0,3,1,67000.0
12.0,8.294049640102028,10.819778284410283,12.0,3,2,64100.0
12.0,10.404262840448617,10.404262840448617,16.0,3,2,71100.0
12.0,9.615805480084347,10.308952660644293,11.0,3,2,35000.0
18.0,11.289781913656018,9.210340371976184,16.0,3,1,90100.0
18.0,10.308952660644293,9.615805480084347,14.0,3,1,69000.0
12.0,8.796792687674662,10.494768106692502,12.0,3,2,41000.0
12.0,8.517193191416238,11.608235644774552,12.0,3,2,
16.0,10.596634733096073,8.294049640102028,14.0,3,1,54975.0
13.0,7.600902459542082,10.421447665202718,12.0,3,2,44000.0
14.0,11.320553572322773,9.433483923290392,15.0,3,1,102000.0
16.0,11.512925464970229,10.126631103850338,12.0,1,1,
12.0,9.852194258148577,10.596634733096073,14.0,3,2,20000.0
15.0,10.691944912900398,10.308952660644293,4.0,2,2,70451.0
12.0,9.035986984831405,9.647304147143718,12.0,3,2,22000.0
12.0,10.373491181781864,9.798127036878302,12.0,3,1,56025.0
16.0,10.887436932884098,10.545341438708522,16.0,3,2,93500.0
14.0,10.373491181781864,10.308952660644293,14.0,3,2,65200.0
12.0,9.615805480084347,10.819778284410283,12.0,3,2,
12.0,9.472704636443673,10.778956289890028,12.0,3,2,68000.0
12.0,10.308952660644293,9.210340371976184,12.0,3,2,42000.0
17.0,10.858998997563564,10.308952660644293,13.0,3,2,
12.0,9.798127036878302,10.915088464214607,11.0,3,2,63220.0
12.0,10.621327345686446,8.951699168308815,12.0,3,1,61000.0
12.0,10.308952660644293,9.472704636443673,12.0,3,1,
9.0,10.545341438708522,8.517193191416238,12.0,3,1,47015.0
9.0,10.46310334047155,9.998797732340453,12.0,3,1,
10.0,8.987196820661973,10.714417768752456,9.0,3,2,51100.0
12.0,10.308952660644293,10.292145542327912,12.0,3,2,71700.0
12.0,8.536995818712418,10.596634733096073,12.0,3,2,
12.0,10.373491181781864,9.392661928770137,12.0,3,1,48400.0
16.0,11.198214720130528,9.210340371976184,17.0,3,1,118000.0
18.0,10.915088464214607,10.126631103850338,14.0,3,1,166000.0
19.0,10.896739325546411,10.545341438708522,16.0,3,1,72400.0
14.0,10.388995368317829,9.798127036878302,16.0,3,1,34360.0
18.0,3.5263605246161616,8.006367567650246,0.0,3,1,42235.0
12.0,9.95227771670556,9.104979856318357,1.0,3,1,
12.0,9.615805480084347,9.615805480084347,12.0,3,2,
12.0,10.714417768752456,10.308952660644293,17.0,3,1,103600.0
14.0,9.852194258148577,1.791759469228055,6.0,3,2,27050.0
12.0,10.714417768752456,8.070906088787819,12.0,3,1,45000.0
12.0,10.858998997563564,9.903487552536127,12.0,3,1,72100.0
13.0,9.95227771670556,10.858998997563564,12.0,3,2,77050.0
12.0,11.002099841204238,9.472704636443673,16.0,3,1,81725.0
12.0,10.085809109330082,10.491274217438248,12.0,3,2,70100.0
12.0,9.210340371976184,8.699514748210191,12.0,3,1,50600.0
